customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SupportCalls,AvgMonthlyGB,Age,Churn
CUST_00901,Male,0,Yes,Yes,23,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card (automatic),57.71,1130.84,1,9.0,43,No
CUST_00902,Male,0,No,No,28,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,29.33,828.16,2,8.0,36,No
CUST_00903,Male,0,No,No,30,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,85.43,2535.09,1,48.6,57,Yes
CUST_00904,Female,1,Yes,No,36,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),15.0,540.56,2,102.4,75,No
CUST_00905,Female,0,No,Yes,19,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),47.7,913.78,4,2.7,62,Yes
CUST_00906,Female,0,No,No,66,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),123.03,8180.0,1,73.1,60,Yes
CUST_00907,Male,0,Yes,Yes,8,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,92.43,705.31,4,21.1,32,No
CUST_00908,Female,0,No,Yes,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),31.59,354.77,0,0.0,53,No
CUST_00909,Female,0,Yes,No,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),53.09,1927.19,0,0.0,45,No
CUST_00910,Male,0,No,No,10,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),57.24,417.62,0,154.1,47,No
CUST_00911,Male,0,Yes,Yes,19,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,63.99,1255.69,1,27.6,48,No
CUST_00912,Male,0,No,Yes,65,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,106.16,7154.51,1,83.1,48,Yes
CUST_00913,Female,0,No,Yes,59,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),47.05,2838.31,0,46.3,48,No
CUST_00914,Female,0,Yes,Yes,4,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,42.62,276.75,2,67.7,28,No
CUST_00915,Male,0,Yes,No,4,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),33.37,57.29,1,69.0,60,Yes
CUST_00916,Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,76.56,412.64,0,24.8,50,Yes
CUST_00917,Female,0,No,No,23,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,96.79,2144.51,0,63.5,59,Yes
CUST_00918,Female,0,Yes,No,16,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),39.9,721.94,1,1.3,23,No
CUST_00919,Male,0,Yes,Yes,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),50.72,2455.67,0,0.0,61,No
CUST_00920,Female,0,Yes,Yes,50,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),15.0,735.41,1,43.5,62,Yes
CUST_00921,Male,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),71.44,1057.78,0,0.0,22,No
CUST_00922,Female,0,No,Yes,66,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),52.78,3421.59,1,6.6,57,No
CUST_00923,Female,0,No,Yes,7,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,76.21,385.24,1,141.1,55,No
CUST_00924,Male,0,No,Yes,56,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,16.51,1013.83,2,30.0,39,No
CUST_00925,Female,0,Yes,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),16.94,16.94,2,0.0,55,Yes
CUST_00926,Male,0,No,Yes,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,104.79,1554.66,3,0.0,25,Yes
CUST_00927,Male,0,Yes,Yes,41,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,46.28,2009.79,1,0.7,44,No
CUST_00928,Female,0,No,Yes,8,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),89.53,783.22,2,26.4,50,Yes
CUST_00929,Female,0,No,No,5,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),55.57,222.63,1,91.4,37,Yes
CUST_00930,Female,0,No,No,1,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),122.3,309.04,3,2.8,28,No
CUST_00931,Male,1,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.46,912.42,1,0.0,77,No
CUST_00932,Male,0,Yes,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),100.54,303.3,3,0.0,25,No
CUST_00933,Female,0,Yes,Yes,51,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),63.33,3087.01,2,242.0,19,Yes
CUST_00934,Female,0,No,Yes,3,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.59,289.21,3,2.5,50,Yes
CUST_00935,Male,0,No,Yes,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),74.01,324.72,1,4.1,33,Yes
CUST_00936,Female,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),81.47,5414.11,2,0.0,29,Yes
CUST_00937,Female,0,Yes,No,21,No,No phone service,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),81.06,1579.66,0,35.6,53,No
CUST_00938,Male,0,No,Yes,21,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),55.34,941.65,3,24.0,32,Yes
CUST_00939,Male,0,No,Yes,31,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),40.29,1233.21,1,46.2,50,No
CUST_00940,Female,0,Yes,No,1,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,66.83,163.71,2,2.0,49,Yes
CUST_00941,Female,0,No,No,3,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,83.55,489.83,0,16.1,39,Yes
CUST_00942,Female,0,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,87.76,87.76,2,118.1,33,Yes
CUST_00943,Male,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,66.42,4132.59,2,0.0,26,No
CUST_00944,Female,0,No,Yes,27,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,57.03,1394.32,5,13.0,58,No
CUST_00945,Male,0,No,No,2,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,36.65,36.65,2,63.7,31,No
CUST_00946,Male,0,No,No,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,16.32,538.39,2,2.0,34,No
CUST_00947,Female,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,95.3,2356.34,3,112.3,42,No
CUST_00948,Male,0,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.07,1246.88,1,26.1,28,Yes
CUST_00949,Female,0,No,No,17,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),80.48,1314.33,2,79.1,37,Yes
CUST_00950,Female,0,No,Yes,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),82.27,120.06,3,0.0,61,No
CUST_00951,Male,0,No,No,29,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),62.16,1899.93,1,13.4,31,Yes
CUST_00952,Female,0,No,No,15,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,117.26,1841.17,2,168.6,54,Yes
CUST_00953,Male,0,No,No,9,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),56.43,722.47,2,57.9,44,No
CUST_00954,Female,0,No,Yes,42,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,80.61,3242.98,2,18.8,21,Yes
CUST_00955,Male,0,No,No,2,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,53.5,218.88,2,107.8,39,Yes
CUST_00956,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),117.47,5382.47,3,10.6,64,Yes
CUST_00957,Female,1,Yes,No,40,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),29.04,1034.9,4,182.0,75,No
CUST_00958,Female,0,No,Yes,26,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,25.25,589.94,2,37.7,51,No
CUST_00959,Female,0,No,Yes,3,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,29.15,29.15,0,6.8,58,No
CUST_00960,Male,0,Yes,No,65,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.86,3681.2,4,3.3,58,Yes
CUST_00961,Female,0,No,No,18,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),62.54,1060.58,4,18.1,51,No
CUST_00962,Male,0,Yes,No,60,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,36.57,2112.27,2,143.3,39,Yes
CUST_00963,Female,0,Yes,Yes,29,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,77.74,2112.83,2,27.3,36,No
CUST_00964,Female,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,27.96,285.46,0,0.0,19,Yes
CUST_00965,Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),110.73,604.2,2,17.0,35,Yes
CUST_00966,Male,0,Yes,Yes,6,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,54.01,264.5,4,20.4,52,No
CUST_00967,Male,0,No,Yes,9,No,No phone service,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),33.87,186.67,1,10.6,37,No
CUST_00968,Male,0,No,Yes,12,No,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),60.79,789.42,2,3.0,59,Yes
CUST_00969,Male,0,No,No,4,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,52.93,52.93,2,17.5,32,No
CUST_00970,Female,0,Yes,No,31,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,58.9,1855.35,0,114.0,59,No
CUST_00971,Female,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),15.0,173.78,1,0.0,55,Yes
CUST_00972,Female,0,No,No,14,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.06,1182.89,0,39.7,30,Yes
CUST_00973,Female,0,No,No,23,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,81.59,1923.79,1,26.5,59,No
CUST_00974,Female,0,Yes,Yes,9,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,37.38,402.37,5,48.7,33,Yes
CUST_00975,Male,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,58.55,356.23,1,0.0,60,Yes
CUST_00976,Male,0,No,No,4,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),34.42,280.14,3,3.6,48,Yes
CUST_00977,Female,0,No,No,32,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),128.51,3841.98,1,20.4,53,No
CUST_00978,Male,0,No,No,89,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,55.78,5045.53,3,3.9,50,No
CUST_00979,Female,0,No,Yes,28,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,No,Credit card (automatic),65.28,1885.66,2,88.2,52,Yes
CUST_00980,Female,0,Yes,No,37,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,86.96,3116.13,1,11.2,51,No
CUST_00981,Female,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,39.42,186.99,1,0.0,37,Yes
CUST_00982,Male,0,No,No,22,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),25.51,479.52,4,59.6,62,No
CUST_00983,Male,0,No,Yes,1,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),29.93,29.93,5,28.3,40,Yes
CUST_00984,Male,0,Yes,No,36,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),82.4,2960.6,4,9.9,46,No
CUST_00985,Female,0,Yes,Yes,33,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),64.13,2330.7,1,95.7,52,No
CUST_00986,Male,0,No,No,19,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,49.79,845.18,2,8.6,37,No
CUST_00987,Female,0,No,No,6,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,71.13,531.51,4,8.5,40,Yes
CUST_00988,Female,0,No,No,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,101.74,1260.45,2,0.0,18,No
CUST_00989,Male,0,No,No,13,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,28.69,243.99,3,185.5,51,Yes
CUST_00990,Male,0,No,No,9,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,44.76,421.59,1,160.0,45,Yes
CUST_00991,Male,0,No,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),82.18,2260.51,5,0.0,58,Yes
CUST_00992,Female,1,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),66.53,769.11,3,0.0,77,No
CUST_00993,Male,0,No,Yes,1,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,61.44,98.8,1,42.4,28,Yes
CUST_00994,Male,1,No,Yes,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,55.17,309.92,0,0.0,66,Yes
CUST_00995,Female,0,Yes,No,21,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,56.52,1147.27,2,11.6,40,No
CUST_00996,Female,0,No,Yes,25,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,33.95,816.15,3,77.0,44,No
CUST_00997,Female,0,No,No,28,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,73.44,2121.61,1,24.1,33,No
CUST_00998,Female,0,Yes,Yes,75,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),70.78,5300.1,4,28.7,43,No
CUST_00999,Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),69.61,69.61,1,103.3,18,Yes
CUST_01000,Male,0,No,Yes,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),71.02,1993.07,2,0.0,31,No
CUST_01001,Male,0,Yes,Yes,64,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),62.88,4118.07,0,36.1,47,Yes
CUST_01002,Female,0,No,Yes,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,76.92,412.54,0,0.0,56,No
CUST_01003,Female,0,No,Yes,4,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,63.72,129.86,1,18.5,55,Yes
CUST_01004,Male,0,Yes,No,7,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,84.36,608.46,1,52.7,48,No
CUST_01005,Male,0,Yes,No,9,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),93.18,830.59,3,27.8,59,No
CUST_01006,Male,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,63.85,1109.92,4,40.7,56,Yes
CUST_01007,Male,0,Yes,No,9,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,101.49,1018.26,4,36.0,48,Yes
CUST_01008,Male,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.46,1001.27,0,0.0,43,No
CUST_01009,Male,0,Yes,No,12,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),109.6,1268.18,3,113.9,29,Yes
CUST_01010,Female,0,Yes,Yes,25,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,64.0,1703.66,4,25.0,47,No
CUST_01011,Male,0,Yes,Yes,7,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,45.09,220.17,1,15.7,22,No
CUST_01012,Female,0,No,No,35,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,58.39,2080.1,4,55.5,52,No
CUST_01013,Female,0,No,Yes,32,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.11,2094.76,2,27.1,57,Yes
CUST_01014,Male,1,No,No,30,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.2,1929.32,2,14.4,80,No
CUST_01015,Female,0,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),73.1,852.24,2,0.0,58,Yes
CUST_01016,Female,0,No,Yes,1,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,65.27,65.27,1,46.4,39,No
CUST_01017,Female,0,No,No,7,No,No phone service,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,54.47,493.11,1,26.3,55,Yes
CUST_01018,Female,0,No,No,8,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,78.44,682.82,4,16.1,62,No
CUST_01019,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),22.39,227.07,2,26.6,48,No
CUST_01020,Male,0,No,Yes,6,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),19.49,235.7,2,8.5,43,No
CUST_01021,Female,0,Yes,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),90.04,1080.22,3,14.5,42,No
CUST_01022,Male,0,Yes,No,39,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,27.61,1075.62,0,19.7,36,No
CUST_01023,Male,0,Yes,Yes,18,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,46.23,783.68,2,19.0,51,No
CUST_01024,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,49.09,49.09,2,0.6,51,Yes
CUST_01025,Male,1,Yes,Yes,79,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),75.93,5919.03,4,15.2,80,No
CUST_01026,Female,1,Yes,Yes,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),65.56,1218.29,0,0.0,80,Yes
CUST_01027,Male,0,Yes,Yes,8,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),80.53,561.67,5,18.8,57,No
CUST_01028,Male,1,Yes,Yes,33,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),51.84,1578.36,3,22.0,72,No
CUST_01029,Female,0,No,No,32,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),51.13,1605.92,3,4.7,32,No
CUST_01030,Male,0,Yes,No,21,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,28.09,770.52,1,36.3,20,No
CUST_01031,Male,0,Yes,Yes,2,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),65.4,65.4,1,158.3,27,Yes
CUST_01032,Female,0,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),46.99,2049.19,1,0.0,51,No
CUST_01033,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),66.38,322.71,0,25.4,59,Yes
CUST_01034,Male,0,Yes,No,4,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,43.51,84.98,3,181.9,53,Yes
CUST_01035,Male,0,No,Yes,9,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,46.9,529.0,2,65.9,56,Yes
CUST_01036,Female,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),82.86,196.09,0,7.6,25,Yes
CUST_01037,Female,0,No,Yes,12,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,107.85,1296.36,0,32.4,37,Yes
CUST_01038,Female,0,No,No,34,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),61.63,1925.82,5,6.6,28,No
CUST_01039,Male,0,No,No,44,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),32.47,1557.99,3,20.9,38,No
CUST_01040,Male,0,No,Yes,2,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,90.25,90.25,1,15.2,25,Yes
CUST_01041,Male,0,Yes,Yes,30,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,21.14,703.38,0,35.0,30,No
CUST_01042,Male,0,No,Yes,21,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,92.92,1974.47,2,65.9,45,Yes
CUST_01043,Female,0,Yes,Yes,13,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,78.44,971.71,2,12.1,47,Yes
CUST_01044,Male,0,No,Yes,1,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),112.8,229.21,4,59.4,44,Yes
CUST_01045,Male,1,No,Yes,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,16.21,470.63,0,55.7,68,No
CUST_01046,Male,0,Yes,Yes,1,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,58.08,58.08,1,44.0,41,No
CUST_01047,Female,0,No,Yes,9,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.47,630.03,3,15.9,37,No
CUST_01048,Female,0,Yes,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,64.87,2764.51,0,0.0,59,No
CUST_01049,Male,0,Yes,No,20,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,44.01,951.63,5,40.3,38,No
CUST_01050,Male,0,No,No,103,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),86.82,9015.71,2,33.0,41,No
CUST_01051,Male,0,Yes,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,66.38,1027.35,0,0.0,64,No
CUST_01052,Male,1,No,Yes,22,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,56.7,1279.16,2,6.6,80,No
CUST_01053,Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),71.33,478.04,2,112.0,44,No
CUST_01054,Female,0,No,Yes,11,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,55.29,415.51,3,99.7,30,No
CUST_01055,Male,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.94,26.94,3,0.0,51,Yes
CUST_01056,Male,0,Yes,Yes,46,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,68.57,2981.84,1,40.7,56,No
CUST_01057,Female,0,No,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,108.23,3284.07,0,0.0,59,No
